20,23.508,109,110
20,28.041,57,58
20,28.506,51,52
20,28.55,77,78
20,28.652,15,16
20,29.29,76,80
20,29.476,58,71
30,30.111,105,106
30,31.202,87,88
30,31.66,26,28
30,33.106,27,28
30,33.53,62,63
30,33.656,89,90
30,33.917,10,11
30,34.288,57,70
30,35.717,55,56
30,36.587,24,36
30,37.064,52,53
30,37.137,87,89
30,37.297,74,75
30,37.968,97,98
30,38.286,88,89
30,38.328,9,11
30,38.381,65,66
30,38.395,97,99
30,38.41,5,23
30,39.329,45,50
30,39.803,5,6
30,39.989,67,68
40,40.73,48,54
40,41.49,114,115
40,42.347,80,82
40,42.601,57,71
40,42.618,50,51
40,42.69,95,112
40,43.808,86,102
40,44.242,8,9
40,44.504,81,82
40,44.532,11,27
40,44.86,61,62
40,44.951,107,109
40,45.008,49,55
40,45.268,91,107
40,45.457,35,49
40,46.035,83,84
40,46.175,106,107
40,46.187,72,92
40,46.744,63,80
40,47.174,8,10
40,47.335,94,112
40,47.681,46,51
40,47.9,6,7
40,48.194,98,99
40,48.349,9,10
40,48.912,73,74
40,48.995,35,48
40,49.182,13,17
40,49.192,30,43
40,49.226,70,71
40,49.458,39,40
40,49.523,100,101
40,49.644,37,38
40,49.721,47,48
40,49.805,50,67
40,49.898,90,91
40,49.909,102,103
50,50.209,54,57
50,51.354,93,110
50,51.603,24,34
50,51.642,37,49
50,52.058,106,108
50,52.199,107,108
50,52.267,75,79
50,52.287,68,88
50,52.324,0,2
50,52.379,26,27
50,52.542,3,6
50,52.651,116,117
50,52.778,40,41
50,52.976,16,18
50,53.073,37,55
50,53.157,46,47
50,53.472,3,4
50,53.681,77,93
50,53.979,70,72
50,54.148,42,61
50,54.248,108,111
50,54.646,41,42
50,54.684,58,70
50,55.134,7,24
50,55.309,37,56
50,56.36,55,58
50,56.576,76,82
50,56.981,19,30
50,57.168,91,92
50,57.233,13,14
50,57.36,46,50
50,57.458,53,54
50,57.526,7,34
50,57.729,10,12
50,58.215,78,79
50,58.257,50,52
50,58.48,33,34
50,58.701,49,54
50,58.811,25,26
50,59.056,29,30
50,59.073,48,49
50,59.089,9,25
50,59.121,35,36
50,59.153,11,25
50,59.243,96,97
50,59.321,115,116
50,59.505,92,93
50,59.533,107,110
50,59.702,14,15
60,60.192,17,29
60,60.329,10,27
60,60.63,19,20
60,60.678,32,33
60,60.724,45,67
60,60.73,22,31
60,60.738,54,55
60,61.001,2,5
60,61.219,47,51
60,61.409,88,90
60,61.573,95,96
60,61.646,117,118
60,61.68,18,20
60,61.753,29,41
60,62.004,54,58
60,62.209,56,59
60,62.492,108,109
60,62.82,100,118
60,62.956,43,44
60,63.159,32,46
60,63.27,53,57
60,63.319,34,35
60,63.496,93,94
60,63.544,25,36
60,63.631,51,53
60,63.736,18,19
60,63.758,72,90
60,63.861,38,59
60,63.972,79,95
60,64.131,105,107
60,64.223,0,3
60,64.436,59,60
60,64.457,75,76
60,64.63,62,80
60,64.705,26,38
60,64.908,112,113
60,64.915,53,70
60,64.976,69,88
60,65.73,8,11
60,66.109,21,22
60,66.34,34,36
60,67.295,74,78
60,67.423,65,85
60,67.472,89,91
60,67.581,11,26
60,67.835,74,79
60,67.966,28,38
60,68.037,35,47
60,68.097,103,104
60,68.147,90,92
60,68.253,12,14
60,68.35,63,76
60,68.461,64,65
60,68.492,11,28
60,68.6,56,58
60,68.927,86,87
60,68.954,24,25
60,68.986,96,114
60,69.457,0,6
60,69.469,8,12
60,69.532,53,69
60,69.832,0,5
70,70.102,92,110
70,70.26,87,90
70,70.33,69,90
70,70.668,76,81
70,70.706,103,105
70,70.93,31,44
70,71.416,94,110
70,71.878,2,23
70,72.077,48,53
70,72.46,60,61
70,72.506,55,57
70,72.571,79,81
70,72.63,69,72
70,72.683,28,39
70,72.736,68,69
70,72.852,30,41
70,72.981,45,46
70,73.338,91,109
70,73.402,91,105
70,73.663,91,110
70,73.96,62,76
70,73.981,91,106
70,74.302,68,87
70,74.384,4,9
70,74.526,80,81
70,74.622,19,43
70,74.735,75,81
70,74.749,109,111
70,74.841,93,109
70,75.019,42,62
70,75.138,99,117
70,75.209,49,56
70,75.599,82,83
70,75.604,3,7
70,75.713,6,23
70,75.716,52,69
70,75.865,12,13
70,76.051,61,63
70,76.054,46,52
70,76.126,48,52
70,76.237,38,56
70,76.26,73,78
70,76.494,15,18
70,76.511,7,33
70,76.516,94,113
70,76.681,98,100
70,76.694,71,73
70,77,35,54
70,77.468,86,103
70,77.608,34,47
70,77.621,48,51
70,77.725,39,41
70,77.91,94,95
70,78.02,29,39
70,78.04,14,17
70,78.106,47,52
70,78.442,77,94
70,78.519,5,7
70,78.749,54,70
70,78.778,67,69
70,79.14,40,60
70,79.209,69,89
70,79.308,45,51
70,79.325,99,116
70,79.408,36,49
70,79.676,4,7
70,79.886,24,35
80,80.358,4,25
80,80.472,40,59
80,80.741,20,22
80,80.811,52,67
80,80.898,52,54
80,80.991,63,82
80,81.018,4,24
80,81.196,77,79
80,81.199,13,27
80,81.275,1,4
80,81.41,113,114
80,81.736,51,67
80,81.845,44,64
80,81.896,62,64
80,82.009,96,99
80,82.107,78,93
80,82.134,105,108
80,82.14,1,3
80,82.239,26,37
80,82.369,33,47
80,82.657,38,39
80,82.704,61,76
80,82.787,112,114
80,82.822,9,27
80,82.886,75,78
80,83.049,25,27
80,83.252,55,71
80,83.414,104,105
80,83.795,25,28
80,84.69,42,43
80,84.721,64,66
80,84.842,94,109
80,85.09,72,91
80,85.639,3,5
80,85.644,66,85
80,85.859,100,117
80,85.859,108,110
80,85.96,69,70
80,86.02,48,55
80,86.204,73,75
80,86.205,96,112
80,86.262,92,109
80,86.279,96,115
80,86.299,89,105
80,86.319,37,59
80,86.352,84,101
80,86.449,84,85
80,86.479,106,109
80,86.491,10,13
80,86.57,83,85
80,86.576,87,103
80,86.63,99,115
80,86.797,56,71
80,87.015,99,100
80,87.321,14,16
80,87.658,67,88
80,87.66,92,107
80,87.692,35,37
80,87.698,2,6
80,87.701,42,64
80,88.112,36,37
80,88.258,57,72
80,88.317,47,54
80,88.365,4,6
80,88.428,54,71
80,88.459,15,17
80,88.851,20,21
80,88.852,26,36
80,89.127,61,80
80,89.375,50,68
80,89.428,27,39
80,89.483,40,42
80,89.495,71,72
80,89.539,43,64
80,89.666,35,55
80,89.801,60,74
90,90.117,48,57
90,90.192,53,58
90,90.387,68,89
90,90.494,86,88
90,90.54,7,36
90,90.84,32,47
90,90.991,10,25
90,91.016,101,118
90,91.058,56,73
90,91.136,63,64
90,91.158,30,42
90,91.239,81,96
90,91.356,11,12
90,91.501,75,80
90,91.517,84,98
90,91.533,29,40
90,91.536,58,73
90,91.691,10,28
90,91.734,49,58
90,91.977,104,106
90,92.08,23,33
90,92.281,41,61
90,92.775,33,46
90,92.995,87,102
90,93.07,56,57
90,93.29,95,114
90,93.637,38,55
90,93.722,78,95
90,93.809,73,77
90,94.007,70,92
90,94.01,111,113
90,94.136,107,111
90,94.248,90,107
90,94.37,110,111
90,94.419,1,8
90,94.463,50,53
90,94.517,74,77
90,94.717,54,56
90,94.721,74,76
90,94.95,80,83
90,94.952,69,87
90,95.221,9,26
90,95.375,51,54
90,95.666,46,48
90,95.758,72,89
90,95.801,47,53
90,95.895,78,94
90,95.932,59,73
90,95.952,87,105
90,96.162,81,97
90,96.352,47,50
90,96.515,60,73
90,96.604,38,40
90,96.719,83,98
90,96.721,19,29
90,96.763,75,82
90,96.779,55,59
90,96.79,49,57
90,96.802,96,98
90,96.888,5,33
90,96.933,41,43
90,97.145,34,48
90,97.204,91,108
90,97.412,72,93
90,97.512,53,72
90,97.578,45,52
90,97.635,45,68
90,97.645,103,106
